Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
Al Ruwais Industrial Gases Company - L L C,42386059,Al Ruwais Industrial Gases Company Street 10 And 12; Mussafah In,Abu Dhabi,25553809,http://www.eigco.com,,400.0,low=60,Folcra Beach Industrial Company,261470,80422
Gulf Air,42385904,Po Box 573,Abu Dhabi,26323741,http://www.gulfairco.com,,400.0,low=59,Gulf  NYK,683251,551303
Al Ghurair Iron & Steel - L L C,122895535,Po Box 106065,Abu Dhabi,26593400,http://www.agis.ae,,400.0,low=48,Al Doun Steel Work Shop,821501,566613
Asmak Seafood Processing Co. LLC,136809643,Delma Island Western region,Abu Dhabi,971-2-8782161,,,400.0,low=47,Liwa Center for Dates Processing and Trading,1406102,3397479
Enerflex Middle East Ltd. - Abu Dhabi,123278930,Po Box 48294,Abu Dhabi,24430015,,,400.0,not matched=0,,,
Ghobash Trading and Investment,100971512,PO Box 47233,Abu Dhabi,971-02 6447111,http://www.ghobash.com,3470500000.0,400.0,not matched=0,,,
Al Fahad Smart Systems,123227527,Po Box 59519,Abu Dhabi,25565800,,,400.0,medium=74,Smart Systems,84955,23848
National Technical Services Co. Llc,123278884,Po Box P O Box 32571,Abu Dhabi,,,,400.0,medium=71,Epta UAE Technical Services L.L.C,1575440,3484741
Gulf Diagnostic Centre Hospital - W L L,92461009,Po Box 30702,Abu Dhabi,26658090,http://www.gdc-hospital.com,,400.0,high=86,Gulf Diagnostic Center Hospital,1455447,29161
Bin Hamoodah Company L.L.C.,50095781,PO Box 203,Abu Dhabi,971-02 6276600,http://www.binhamoodah.ae,910599980.0,400.0,low=67,Bin Hamoodah Group,1636804,3425582
Booz & Company (M E) Ltd - Abu Dhabi,123278935,Po Box 43754,Abu Dhabi,26992400,,,400.0,not matched=0,,,
Al Firas General Contracting,123278878,Po Box 4490,Abu Dhabi,26669600,,150000000.0,400.0,high=100,Al Firas General Contracting,1417255,3413925
Gulf Ready Mix,123098467,Po Box 8556,Abu Dhabi,25511117,,,400.0,high=76,Delta Ready Mix,1590512,3489879
United Arab Bank - Abu Dhabi,123114576,Po Box 3562,Abu Dhabi,6275000,,,396.0,low=65,Arabian Unigaz Abu Dhabi,1747810,3515694
Abu Dhabi Sheraton Hotel,123114574,Po Box 640,Abu Dhabi,26773333,,96000000.0,390.0,not matched=0,,,
Itm O&M Company Limited - Abu Dhabi,123249951,Po Box 46421,Abu Dhabi,25582700,,,386.0,low=46,Advanced Recruitment Services Abu Dhabi,1696586,3502815
Halliburton Worldwide Limited - Abu Dhabi,92511725,Po Box 57,Abu Dhabi,26942200,http://www.halliburton.com,,385.0,low=44,Aquarius Worldwide FZE,1589284,3475424
MERCURY INTERNATIONAL ELECTRO-MECHANICAL CONTRACTING LLC,122044450,Office 1204 Emirates National Investment Building Dalma Street,Abu Dhabi,971-2-4438300,,,385.0,low=20,Emirates Electromechanical and Industry LLC,902040,2625701
Al Fahad Electrical Systems L.L.C.,122970704,Po Box 59519,Abu Dhabi,25565800,,,380.0,low=60,Power House Electricals L.L.C,1546105,3478543
White Aluminium Enterprises - L L C,122873526,Po Box 30665,Abu Dhabi,25500830,,,370.0,high=85,White Aluminium Enterprise,268280,80532
Al Mansoori Specialized Engineering Company - Llc,135836350,Po Box 3374,Abu Dhabi,26776335,,,368.0,high=83,Al Mansoori Specialized Engineering,1530156,54327
Thales Advanced Solutions - L L C,122895667,Po Box 5254,Abu Dhabi,6421133,,,360.0,medium=70,C4 Advanced Solutions,1056708,101544
Ruwais Fertiliser Industries FERTIL,42386058,PO Box 2288,Abu Dhabi,971-02 6021111,http://www.fertil.com,355200010.0,360.0,high=77,Abu Dhabi Fertilizer Industries (ADFERT),460549,52850
Al Fujairah Asia Power . Co- Psc-,122482850,Po Box 110865,Abu Dhabi,24918098,,,350.0,low=57,Taweelah Asia Power Company,316937,57097
Australian Piling Technology Co. Llc,122044412,Al Najda Street,Abu Dhabi,6341127,,,350.0,low=58,International engineering Technology,262874,59165
Emke Store,122922253,Po Box 4048,Abu Dhabi,26732131,,,350.0,low=52,Avenue Superstore,1542504,3477508
Al Gurg Building Services,123257601,Po Box 4938,Abu Dhabi,26721244,,,350.0,low=47,Mac Al Gurg - Abu Dhabi Branch,1740269,3514348
Abu Dhabi Refreshmets Company - L L C,123262661,Po Box 996,Abu Dhabi,24447234,,,350.0,not matched=0,,,
Tecnimont S P A,121851696,Po Box 51120,Abu Dhabi,26450988,,,350.0,not matched=0,,,
Electromechanical Company - L L C,46490064,Po Box 732,Abu Dhabi,26262800,,,350.0,high=84,Electromechanical Co LLC,1697359,3503018
Fibrex - Llc,122471366,Po Box 462,Abu Dhabi,25511462,,,350.0,low=67,Fibrex,335348,29573
Ed Zublin Ag,121851689,Po Box 28708,Abu Dhabi,26344039,,,350.0,not matched=0,,,
Gulf Industrial Services Company,42385908,PO Box 46625,Abu Dhabi,971-2-4067888,http://www.gisco-uae.com/,45599998.0,350.0,low=68,Gulf Contractors Company,80302,27057
Saipem Abu Dhabi,123249947,Po Box 47117,Abu Dhabi,26989898,,,350.0,not matched=0,,,
Weir Engineering Services Company Llc,92683084,Po Box 4752,Abu Dhabi,25554108,http://www.wescouae.com,74000000.0,350.0,not matched=0,,,
Le Meridien Hotel Abu Dhabi,42385986,Tourist Club Area,Abu Dhabi,971-02 6446666,http://www.lemeridien-abudhabi.com,779000000.0,350.0,not matched=0,,,
Emke Store,122787017,Po Box 4048,Abu Dhabi,6421800,,,,low=52,Avenue Superstore,1542504,3477508
Al Jaber Shipping Agency & Marine Works,123119070,Mussafah Next to Mina Mussafah,Abu Dhabi,971-25554300,http://www.ajshipping.com,,350.0,low=53,Al Aberah Electrical & Mechanical Works Est.,1560405,313693
Mohammed Al Quebaisy  Enterprises L.L.C,122874203,Po Box 2333,Abu Dhabi,26423999,,,350.0,low=52,Mohammed Al Fandi Al Mazroui General Trading Est.,50601,28109
Tebodin Middle East Ltd.,42386094,PO Box 2652,Abu Dhabi,971-02 4066000,http://www.tebodin.com,62092999.0,350.0,high=88,Tebodin Middle East,158668,26598
Hyder Consulting Middle East Ltd.,42385748,Po Box 2774,Abu Dhabi,971-02 6333400,,100000.0,341.0,high=98,Hyder Consulting Middle East Ltd,103414,29436
Honeywell Middle East Company Limited Abu Dhabi,123730650,Po Box 45595,Abu Dhabi,44505800,,,340.0,not matched=0,,,
Emirates Cement Factory,42385755,"17th floor, Prestige Tower, Mohammed Bin Zayed City",Abu Dhabi,971-2-6666724,http://www.arkan.ae,352000000.0,340.0,medium=70,Teba Cement Factory LLC,1748724,3515930
Abu Dhabi Petroleum Ports Operating Company,42385743,,Abu Dhabi,971-26028000,http://www.irshad.ae,1205400000.0,338.0,high=81,Abu Dhabi Petroleum Ports Operating Company (IRSHAD) ex. ADPPOC,49198,27103
UTS Carrier L.L.C.,42386115,PO Box 3977,Abu Dhabi,971-02 6724243,http://www.carrieruae.com,156000000.0,330.0,not matched=0,,,
Al Mansouri Wireline Services Company - L L C,123249942,Po Box 3374,Abu Dhabi,25554134,,96129997.0,328.0,not matched=0,,,
Foodco Holding PJSC,43871885,FOODCO Holding Building,Abu Dhabi,971-2-6731000,http://www.foodco-uae.com,151435590.0,326.0,low=48,Foodco Holding (Abu Dhabi National Foodstuff Co),446749,27910
Gulf Star Commodities,123229958,Po Box 27608,Abu Dhabi,226420700,,,325.0,low=63,Gulf Computers,268574,80538
Al Masaood Bergum W L L,123084619,Po Box 322,Abu Dhabi,26742100,,,320.0,high=85,Al Masaood Bergum,1204703,23759
Jamal Al Nuaimi General Contracting Llc,122044266,Po Box 42158,Abu Dhabi,224459949,,128000000.0,320.0,not matched=0,,,
Adyard Abu Dhabi L.L.C.,42385967,PO Box 7604,Abu Dhabi,971-02 5547722,http://www.topazworld.com,,320.0,not matched=0,,,
National Marine Services Co.,138909884,PO Box 7202,Abu Dhabi,971-02 6029500,,,320.0,high=77,Gulf Marine Services co.,883290,53798
Electra Abu Dhabi L.L.C.,51575146,PO Box 121,Abu Dhabi,971-02 6778077,http://www.electra.ae,37500000.0,312.0,high=89,Electra Abu Dhabi W.L.L,1459813,235509
Crowne Plaza Abudhabi,133363758,Po Box 3541,Abu Dhabi,22610000,,,310.0,low=27,Abudhabi Airport Catering and DutyFree,994393,281454
C C C Under Water Eng.S.A.L Shj.Br.,122873889,Po Box 224,Abu Dhabi,25553656,,,310.0,low=36,Riviere Water Company,255078,29507
Al Bawardi Group,42385806,PO Box 4118,Abu Dhabi,971-2 6815957,http://www.ae.ae,113600000.0,300.0,low=65,Emdad LLC ( Al Bawardi group ),277470,29204
Dhafir Group of Cos.,42385853,PO Box 62192,Abu Dhabi,971-02 6774670,http://dhafirgroup.com,166500000.0,300.0,low=45,Dhafir Development and contracting LLC,346452,30617
Al Hasoun Sejong Electromechanical Establishment,122881338,Po Box 34974,Abu Dhabi,25500301,,,300.0,low=61,Link In Advanced For Electromechanical & General Maintenance Establishment,1597079,3492434
Concorde Trading Company L.L.C.,42385835,PO Box 2617,Abu Dhabi,971-2 6668770,http://www.concordeuae.com,112000000.0,300.0,not matched=0,,,
United Carrier Company - L L C,123227550,Po Box 3977,Abu Dhabi,26724243,,6290000.0,300.0,low=52,United Eastern Group,8715,89378
Technical Supplies & Services Company - L L C,122882405,Po Box 410,Abu Dhabi,26447912,,65000000.0,300.0,low=60,Al Masaood Oil Industry Supplies & Services Company (MOISS),360002,93754
D G Jones and Partners Limited - Abu Dhabi,42385949,P.O. Box 631,Abu Dhabi,971-02 6725999,http://www.dgjonesworld.com,390299990.0,300.0,not matched=0,,,
Crowne Plaza Abu Dhabi,42385925,"PO Box 3541, Sheikh Hamdan St.",Abu Dhabi,971-02 6210000,http://www.ichotelsgroup.com,664200010.0,300.0,not matched=0,,,
Al Seer Marine Supplies & Equipment Company - L L C,123109588,Po Box 33639,Abu Dhabi,25511336,,,300.0,low=55,Al Masaood Oil Industry Supplies & Services Company (MOISS),360002,93754
Hotel Inter-Continental Abu Dhabi,92461033,PO Box 4171,Abu Dhabi,971-2 6666888,http://www.ihg.com/intercontinental/hotels/gb/en/reservation,667799990.0,300.0,not matched=0,,,
General Womens Union,122940734,Karama,Abu Dhabi,24475333,,,300.0,low=61,Chart General Construction,920640,1226249
Euro Mechanical Instrument Services L L C,122873515,Po Box 4615,Abu Dhabi,26766412,,,,low=59,Electro Mechanical Company LLC,254370,29229
Falcon Aviation Services Llc,122895549,Po Box 62030,Abu Dhabi,24448866,http://www.falconaviation.ae,,300.0,high=76,Falcon Aviation Services / Corporation,1176353,550854
Al Faris International Heavy Equipment Rental,123227556,Po Box 106003,Abu Dhabi,25554701,,,300.0,low=65,SOS International Mechanical Equipment,1731188,3426113
Al Ghazal Transport Co.,124754563,,Abu Dhabi,971-24447228,http://www.adsh.com,,300.0,high=88,Al Ghazal Transport Company,1582390,3401833
Alas Emirates Ready Mix,122873882,Po Box 47679,Abu Dhabi,25828802,,,300.0,low=67,Emirates Belbadi,346449,91356
Grand Stores,42385901,,Abu Dhabi,971-26312100,http://www.grandstores.com,338399990.0,300.0,low=39,"Grand Duchy of Luxembourg, Embassy",1551908,3479451
WESCO Abu Dhabi,42386119,Coriniche St Mussafah Industrial Area,Abu Dhabi,971-25554108,http://www.wescouae.com,108600000.0,300.0,low=12,"Midwesco Filter Resources, Inc (MFRI)",1181399,3336309
Al Jaber Carpentry & Decor L.L.C,124718388,,Abu Dhabi,971-25547075,http://www.aljaber.com,,300.0,low=60,Al Jaber Group LLC,21232,89867
New York University In Abu Dhabi Corporation - Abu Dhabi,123278872,Po Box 129188,Abu Dhabi,26284000,,,300.0,low=66,New York University Abu Dhabi (NYU),1204298,3391967
Fathima Supermarket Wll,122376002,Po Box 4710,Abu Dhabi,24433490,,400000000.0,300.0,medium=72,Star Supermarket,1462667,3435635
"Al Ahlia Oil-Fields Development Co., Owned By Al Ahlia Gen Trading Co Pvt Ltd.",123262659,Po Box 4033,Abu Dhabi,25553555,,,300.0,low=47,Dhafir Development and contracting LLC,346452,30617
Cebarco - Wct - W L L - Abu Dhabi,123262654,Po Box 127717,Abu Dhabi,25013433,,,300.0,not matched=0,,,
Serco-IAL Limited,121402656,Abu Dhabi Islamic Bank Building Najda Street,Abu Dhabi,971-26335547,,,300.0,not matched=0,,,
Fabtech Abu Dhabi - L L C,123158207,Po Box 42287,Abu Dhabi,25500167,,,300.0,not matched=0,,,
Al Otaiba Group of Establishments,42386037,PO Box 467,Abu Dhabi,971-02 4443333,,,300.0,low=53,Al Otaiba Advocates & Legal Consultants,890890,565633
Arabian Industrial Gas Company - L L C - Abu Dhabi,123262660,Po Box 30242,Abu Dhabi,26320620,,,300.0,low=57,Arabian Unigaz Abu Dhabi,1747810,3515694
Gulf & Safa Dairies Co. L.L.C - Abu Dabi,123257651,Po Box 2422,Abu Dhabi,25582441,,,300.0,low=57,Al Sharia Hotel - Abu Dhabi,281026,54147
Delight Cleaning Services Est,122374166,Po Box 71535,Abu Dhabi,6789216,http://www.delightcleaning.com,,300.0,low=65,Green Mountains Cleaning Services,1328799,3388511
Spaceage Electrical Switchgear Company Co Wll,123284567,Po Box 43693,Abu Dhabi,25500150,,,300.0,low=61,Electrical Lighting Company,883841,91743
Matrix Construction,121881591,Po Box 46370,Abu Dhabi,26341575,,36262299.0,300.0,low=41,"Matrix Trading, Clearing and Forwarding",11583,53897
Corrpro Companies Middle East,123249934,Al Nasser Street,Abu Dhabi,26391100,,,300.0,not matched=0,,,
Civil Power General Contracting - L.L.C,122044240,Po Box 3514,Abu Dhabi,26678812,http://www.cpcemirates.ae,,300.0,medium=74,Civiltech General Contracting Co. - llc,954191,1281660
Galva Coat Galvanizing & Lighting Poles,121882593,Po Box 8485,Abu Dhabi,25511188,,,300.0,low=45,Electrical Lighting Company,883841,91743
Sahari Trading And Importing Est,121881435,Po Box 687,Abu Dhabi,26445899,,60000000.0,300.0,low=55,"Cleanco Trading, Importing & Services Establishment",1298398,58079
Al Raha Gardens Property LLC,121396663,,Abu Dhabi,971-26964444,,,300.0,low=51,Al Raha Beach Hotel,1467246,93795
Professional Security Systems,122088644,First Zayed Road Khalidiya,Abu Dhabi,26350087,,,297.0,medium=71,Progress Security And Safety Systems,1458503,3430654
Arab Bank for Investment & Foreign Trade,42385773,PO Box 46733,Abu Dhabi,971-2-6721900,http://www.arbift.com,743338010.0,293.0,low=49,VAP Offshore Engineering and Trade FZE,1289450,1193139
Khatib and Alami - Abu Dhabi,42385956,PO Box 2732,Abu Dhabi,971-02 6662885,http://www.khatibalami.com,103500000.0,292.0,low=60,Khatib and Alami Engineering Consulting,1416950,53761
"Rolf Jensen & Associates, International, Inc",121849424,Al Ghaith Holding Tower Airport Road,Abu Dhabi,24146663,,,280.0,low=53,"Carter Goble Associates, Inc",1591595,95154
Al Diar Gulf Hotel and Resort,138909898,PO Box 73837,Abu Dhabi,971-02 4414777,http://www.southtravels.com/middleeast/uae/abudhabi.html,598799990.0,269.0,medium=70,Al jazira Hotel & Resorts,282624,56601
Arab Bank PLC-Abu Dhabi,42385774,PO Box 875,Abu Dhabi,971-02 6392225,http://www.arabbank.ae,,267.0,low=68,Arabian Unigaz Abu Dhabi,1747810,3515694
Total Abu Al Bu Khoosh S.A.,42386102,11th Floor East Tower Abu Dhabi Mall Tourist Club Area,Abu Dhabi,971-2-6986666,http://www.tabka.ae,747400020.0,260.0,high=83,Total Abu Al Bukhoosh,1500991,3381331
Hilton International Al Ain,42385924,PO Box 1333,Al Ain,971-03 7686666,http://www.hilton.com,578700010.0,260.0,low=64,Al Ain International Group,613199,53009
Abu Dhabi National Insurance Co. PSC,42385735,PO Box 839,Abu Dhabi,971-2-6264000,http://www.adnic.ae,1588133100.0,257.0,not matched=0,,,
Union Pipes Industry - L L C,123229957,Po Box 9650,Abu Dhabi,25500102,,697804690.0,250.0,low=65,National Glass Industry LLC,1481997,3450531
Chateau Building Materials,120010787,P.O. Box 94684,Abu Dhabi,26423226,http://www.chateaubp.com,,250.0,high=100,Chateau Building Materials,1470762,3444122
Mubadala Development Company PJSC,98725639,PO Box 45005,Abu Dhabi,971-2-4130000,http://www.mubadala.com,32661227000.0,250.0,low=50,Mubadala GE Capital,1547853,3457583
Al Jaber Protective Coating L.L.C.,124718393,,Abu Dhabi,971-25541050,http://www.aljaber.com,,250.0,low=58,Al Jaber Group LLC,21232,89867
Anticorrosion Protective Systems L.L.C.,42385770,PO Box 4705,Abu Dhabi,971-02 6722894,http://www.aps-corporate.com,159700000.0,250.0,low=59,Intuitive Systems - L L C,943390,551524
National Gas Shipping Company Ltd. (NGSCO),42386015,Sheikh Khalifa Energy Complex,Abu Dhabi,971-26028600,http://www.adnatcongsco.com,,250.0,low=62,Abu Dhabi National Tanker Co. / National Gas Shipping Company (ADNATCO NGSCO),95063,3446961
White Rose Tradind,122635893,Po Box 4330,Abu Dhabi,26342555,,35000000.0,250.0,low=41,The Victorian Rose Beauty and Spa Center,1597112,3491188
Emirates Steel Industries,92500563,PO Box 9022,Abu Dhabi,971-02 5072144,http://www.esi-steel.com,572700010.0,250.0,high=100,Emirates Steel Industries,1497454,3383670
Aldar Laing O'Rourke Plant Llc,120029920,Po Box 110800,Abu Dhabi,25566246,,55000000.0,247.0,low=44,Royal Green Flowers and Plants LLC,1736308,3510647
Abu Dhabi Motors L.L.C.,92460754,PO Box 46468,Abu Dhabi,971-02 5588000,http://www.alhamid-group.com,461100010.0,243.0,low=61,Abu Dhabi Motors / Al Hamid Group,1474117,3335027
United Alsaqer Group of Cos.,42385918,PO Box 46468,Abu Dhabi,971-02 6981111,http://www.alsaqergroup.com,188600010.0,243.0,low=67,United Eastern Group,8715,89378
Aloft Abu Dhabi Hotel,120000134,Po Box P.O.Box 5546,Abu Dhabi,26545000,http://www.aloftabudhabi.com,,235.0,not matched=0,,,
Gulf Steel Industries Company Ltd.,100971498,PO Box 9054,Abu Dhabi,971-02 5510098,http://www.anieuae.com,241800000.0,230.0,low=59,Gulf Contractors Company,80302,27057
Al Sultan Cement Factory (Adic),120012262,Po Box 8423,Abu Dhabi,25824110,http://www.alsultanfactory.com,,225.0,low=63,Teba Cement Factory LLC,1748724,3515930
United Arab Bank PJSC - Abu Dhabi,42386107,PO Box 3562,Abu Dhabi,971-02 6275000,http://www.uab.ae,9996700200.0,223.0,low=60,Arabian Unigaz Abu Dhabi,1747810,3515694
Emirates Driving Company PJSC,92499770,"Street no. 17, Mussafah Industrial Area,",Abu Dhabi,971-2-5027100,http://www.edcad.ae/,199855190.0,221.0,high=91,Emirates Driving Company,1091351,3123271
Al Jaber Steel Products L.L.C.,124718386,,Abu Dhabi,971-25020705,,,220.0,low=67,Al Jaber Group LLC,21232,89867
International Fish Farming Holding Co,51347617,"Silver Wave Tower, Unit 404, Meena Road,",Abu Dhabi,971-2-6448090,http://www.asmak.biz,299087010.0,218.0,not matched=0,,,
Novotel Centre Hotel,42386028,PO Box 47136,Abu Dhabi,971-02 6333555,http://www.novotel.com,438299990.0,206.0,not matched=0,,,
British Embassy,92460871,Khalid Bin Al Waleed Road,Abu Dhabi,26344216,http://www.ukinuae.fco.gov.uk,,201.0,high=100,British Embassy,1639825,3495533
Embassy Of Islamic Republique Of Iran,92460855,P.O. Box 4080,Abu Dhabi,24447618,http://www.iranembassy.org.ae,,201.0,low=47,zayed house islamic culture,1590748,3375701
Embassy Of Eritrea,92460910,P.O. Box 2597,Abu Dhabi,26331838,,,201.0,not matched=0,,,
Embassy Of Bahrain,92460907,P.O. Box 3367,Abu Dhabi,26657500,,,201.0,not matched=0,,,
Embassy Of Sri Lanka,92460923,P.O. Box 46534,Abu Dhabi,26426666,http://www.srilankaembassyuae.com,,201.0,low=30,Yousef AlAnkar Trading Est,2576,26577
Embassy Of Belgium,92460849,P.O. Box 3686,Abu Dhabi,26319449,http://www.diplomatie.be,,201.0,low=29,Belgium Electromechanical Works,1500916,3469289
Embassy Of Switzerland,92460924,P.O. Box 46116,Abu Dhabi,26274636,http://www.eda.admin.ch/uae,,201.0,not matched=0,,,
Japan Embassy,92460857,Manaseer Al-Batenyia Street No. 26 From Al-Nahyan Street,Abu Dhabi,24435696,http://www.uae.emb-japan.go.jp,,201.0,not matched=0,,,
Embassy Of Bosnia & Herzegovina,92507441,P.O. Box 43362,Abu Dhabi,26444164,http://www.bhmc.ae,,201.0,not matched=0,,,
Embassy Of Spain,92460922,P.O. Box 46474,Abu Dhabi,26269544,http://www.maec.es,,201.0,not matched=0,,,
Embassy Of Algeria,92460904,P.O. Box 3070,Abu Dhabi,24448949,http://www.mae.dz,,201.0,not matched=0,,,
Embassy Of The State Of Qatar,92460870,P.O. Box 3503,Abu Dhabi,24493300,http://www.embassyconsulates.com,,201.0,low=48,Emirates Real Estate Corp,920993,1299494
Holiday Inn - Abu Dhabi,120029817,Po Box 48111,Abu Dhabi,4454777,http://www.holidayinn.com/abudhabi,,200.0,low=51,Holiday Travel & Tourism,256572,31869
Abu Dhabi Oil Company Ltd.,42385740,PO Box 630,Dubai,971-2 6661100,http://www.cosmo-oil.co.jp,573599980.0,200.0,medium=74,Abu Dhabi Vegetable Oil Company,336049,66121
Nama Mott MacDonald LLC,121707182,Hamdaan Street No706 Algaith Twr,Abu Dhabi,971-26262966,,,200.0,medium=74,Mott MacDonalds,242124,29665
Athena Emirates LLC,126344148,PO Box 54008,Abu Dhabi,971-2-679-7666,http://www.athena-sa.gr,,200.0,high=76,PF Emirates LLC,1484074,3034701
Taweelah Asia Power Company PSC,92461559,"Taweelah Power Complex,  32255",Abu Dhabi,971-2-5627000,http://www.tapco.ae/,,200.0,high=93,Taweelah Asia Power Company,316937,57097
Al Jaber Fusion-Bonded Epoxy Coating Plant,124754272,,Abu Dhabi,971-25541050,,,200.0,low=43,Al Jaber Group LLC,21232,89867
C & J Gulf Pipe Coating Est.,139494448,,Abu Dhabi,971-2-5553-453,http://www.cjengg.com,,200.0,low=55,Gulf Piping Company,151665,27174
Al Hashem Marble Co.,44040249,PO Box 941,Abu Dhabi,971-02 5515700,http://www.ahmc.ae,395500000.0,200.0,high=86,Al Hashem Marble Company,203268,26799
Velosi Certification Services L.L.C,121399702,No 201 & 205 Block B Abu Dhabi Bus Hub ICAD-1,Abu Dhabi,971-25502600,,,200.0,low=38,Velosi Group,252326,80336
Emircom,94184582,PO Box 34895,Abu Dhabi,971-02 6449088,http://www.emircom.com,84599998.0,200.0,high=100,Emircom,1487054,27508
Cebag Middle East L L C,92460764,Po Box 7125,Abu Dhabi,26730400,http://www.cebag.com,,200.0,not matched=0,,,
Precision Drilling Services Me Wll,50092982,Po Box 2146,Abu Dhabi,26747333,http://www.meintranet.wetherford.com,,200.0,low=48,Engineering Building Materials Co WLL,532899,28561
Abu Dhabi General Services - Musanada - P J S C,120011378,Po Box 3700,Abu Dhabi,24042222,http://www.musanada.co.ae,,200.0,low=29,Musanada,956746,3035550
Gulf Total Tractebel Power Company,98460545,Najda Street,Abu Dhabi,971-2-694-3333,http://www.adwea.ae,,200.0,medium=72,Gulf Contractors Company,80302,27057
Elenco General Trading Est,42385862,PO Box 103,Abu Dhabi,971-02 6778880,http://www.elenco.co.ae,57700001.0,200.0,low=47,Elenco Group,1496872,55523
Abu Dhabi Gas Liquefaction Limited,42385727,,Abu Dhabi,971-26061111,http://www.adgas.com,23993600000.0,200.0,low=60,Abu Dhabi Gas Industries Ltd (Gasco),1644260,23841
Giffin Graphics Company - W L L,122469191,Po Box 955,Abu Dhabi,26730555,,325000000.0,200.0,low=42,Leo Graphics,1476787,3447794
Securities & Commodities Authority,120011147,,Abu Dhabi,971-26277888,http://www.sca.ae,,200.0,low=62,Executive Affairs Authority,937990,3033782
Abu Dhabi National Co. for Build. Mater.,42385733,P.O. Box 2443,Abu Dhabi,971-2-6455500,http://www.bildco.ae,25277000.0,199.0,low=48,Chateau Building Materials,1470762,3444122
NMC Trading Services,124754459,,Abu Dhabi,971-26734300,http://www.nmct.ae,,185.0,low=34,NMC Speciality Hospital / NMC Medical Trading,1544076,1272488
Genipo Company Ltd.,42385896,PO Box 4126,Abu Dhabi,971-02 6445286,,101100000.0,182.0,not matched=0,,,
Gulf Paints and Adhesives Factory,44040250,"PO Box 15381, Industrial Area, Al Ain",Abu Dhabi,971-03 7212888,http://www.gulfpaints.com,135800000.0,180.0,high=94,Gulf Paints & Adhesives Factory,1416868,29133
"Mazroui Supplies, Contracts and Maintenance Est",42385984,PO Box 4265,Abu Dhabi,971-02 6723185,http://www.mscmest.com,100000000.0,180.0,low=63,Al Ghafran Contracting and General Maintenance Est.,1596859,3492213
Central Motors & Equipment LLC,42385944,,Abu Dhabi,971-2-554-6262,http://www.cmeuae.ae,230700000.0,180.0,low=66,Kelvin Electrical Equipment LLC,1486251,3453361
Western Motors LLC,121681497,Hamdan St,Abu Dhabi,971-25546333,http://www.alfahim.ae,,180.0,low=60,Viper Motors,1584025,3490579
Abu Dhabi Oil Company Limited (Japan) Adoc,123696041,PO Box 630,Abu Dhabi,971-26661100,,19061000000.0,175.0,low=58,Abu Dhabi Vegetable Oil Company,336049,66121
AssetCo UAE,121399047,,Abu Dhabi,971-25587707,,,172.0,low=56,Intertouch UAE,1624853,3506245
Emirates Data Clearing House,122895666,Po Box 17500,Abu Dhabi,508115450,,128292010.0,170.0,low=67,Emirates Taste Catering Services,1533311,3392244
"Inchcape Shipping Services, Abu Dhabi",42385732,PO Box 247,Abu Dhabi,971-02 4081593,http://www.iss-shipping.com,501000000.0,170.0,high=94,Inchcape Shipping Services Abu Dhabi LLC,1489536,226213
Abu Dhabi Travel Bureau,42385747,PO Box 278,Abu Dhabi,971-2 6338700,http://www.abudhabitravelbureau.com,405100010.0,160.0,low=56,AlBadi Travel Agency,1552757,3391493
The Bank of Baroda Ltd.-Abu Dhabi,42385795,PO Box 2303,Abu Dhabi,971-02 6330244,http://www.bankofbarodauae.ae,7428799800.0,160.0,low=61,The Office of The Brand of Abu Dhabi,1086747,3383677
Insulco Emirates L L C,92461068,Po Box 103,Abu Dhabi,25553855,http://www.insulco.co.ae,,158.0,medium=70,PF Emirates LLC,1484074,3034701
Al Ain Ahlia Insurance Co PSC,42385754,Al Ain Ahlia Insurance Company Building,Abu Dhabi,971-2-6119999,http://www.alaininsurance.com,262392000.0,151.0,low=54,Al Ain Plastic Industry,615849,542623
Bin Omair Building Maintenance,123228885,Po Box 25172,Abu Dhabi,26721127,,16000000.0,150.0,low=47,Bin Salem Holding,267573,80519
Reliance Infotech,121418085,Build 2,Abu Dhabi,971-26323296,http://www.nmc.ae,,150.0,low=64,Infotech,1510820,3466997
VINCI Construction Grands Projets (Abu Dhabi),125631425,12 - Al Omran Tower Tourist Club Area,Abu Dhabi,971-267-644-01,http://www.vinci.net,,150.0,not matched=0,,,
NATIONAL SHIPPING GULF AGENCY COMPANY (ABU DHABI) LTD. L.L.C.,42386022,Plot 211 Freeport Area,Abu Dhabi,971-2-673-0500,http://www.gac.com/abudhabi,379799990.0,150.0,low=38,GULF COAST ELECTRO MECHANICAL CO. W.L.L,1730895,3506769
Consolidated Contractors Company (Underwater Engineering) S A L - Abu Dhabi,122882418,Po Box 224,Abu Dhabi,5553656,http://www.cccuwe.ae,90000000.0,150.0,low=50,CCC - Consolidated Contractors Co.,261580,53435
Balfour Beatty (Abu Dhabi) Llc,92460741,Po Box 47770,Abu Dhabi,26767628,http://www.balfourbeatty.com,,150.0,not matched=0,,,
Boskalis Westminster Middle East Ltd.,42385814,"PO Box 4831, 19th Floor Al Mansoor Tower, Al Salam St.",Abu Dhabi,971-2 6447306,http://www.boskalis.com,130800000.0,150.0,medium=70,Boskalis Westminster,533001,102945
